key,source_zh,source_en,zh,en,review,source_count,sources
m_a5a2abc9,告警已恢复,Alert resolved,告警已恢复,Alert resolved,false,1,src/views/AdminView.vue:2489
m_a5aab354,较强,Strong,较强,Strong,false,1,src/views/LoginView.vue:571
m_a62c079a,销毁题目,Destroy challenge,销毁题目,Destroy challenge,false,1,src/views/AdminView.vue:4808
m_a67598d9,邀请中心,Invitations,邀请中心,Invitations,false,1,src/views/TeamsView.vue:236
m_a675bd5e,新密码(>=8),New password(>=8),新密码(>=8),New password(>=8),false,2,src/views/AdminView.vue:2033 | src/views/AdminView.vue:2674
m_a69a56c7,加入成功,Joined,加入成功,Joined,false,2,src/views/TeamsView.vue:683 | src/views/TeamsView.vue:712
m_a6a42e5d,描述（可选）,Description (optional),描述（可选）,Description (optional),false,3,src/views/AdminView.vue:2579 | src/views/AdminView.vue:531 | src/views/TeamsView.vue:210
m_a74fb838,实例监控,Instance monitoring,实例监控,Instance monitoring,false,2,src/views/AdminView.vue:2071 | src/views/AdminView.vue:2625
m_a75c1310,编辑比赛,Edit Contest,编辑比赛,Edit Contest,false,1,src/views/AdminView.vue:3392
m_a7bc0615,实例列表,Instance list,实例列表,Instance list,false,1,src/views/AdminView.vue:2095
m_a849aef3,公告已发布,Announcement published,公告已发布,Announcement published,false,1,src/views/AdminView.vue:2508
m_a86e7a09,返回赛事列表,Back to contest list,返回赛事列表,Back to contest list,false,1,src/views/AdminView.vue:969
m_a880ba51,Footer 版权文案,Footer Copyright,Footer 版权文案,Footer Copyright,false,1,src/views/SiteSettingsView.vue:38
m_a88c7953,compose 测试通过,Compose test passed,compose 测试通过,Compose test passed,false,2,src/views/AdminView.vue:2745 | src/views/AdminView.vue:4679
m_a8a1e3de,请先在“题库配置”中选择一个题目，再切换到版本管理。,"Please select a question in ""Question Bank Configuration"" first, and then switch to version management.",请先在“题库配置”中选择一个题目，再切换到版本管理。,"Please select a question in ""Question Bank Configuration"" first, and then switch to version management.",false,2,src/views/AdminView.vue:2596 | src/views/AdminView.vue:802
m_a8e88f7f,附件（快捷）,Attachments (Quick),附件（快捷）,Attachments (Quick),false,1,src/views/AdminView.vue:551
m_a8ee1451,排名,Rank,排名,Rank,false,2,src/views/ScoreboardWallView.vue:149 | src/views/ScoreboardWallView.vue:90
m_a92d786d,告警类型,Alarm type,告警类型,Alarm type,false,2,src/views/AdminView.vue:1803 | src/views/AdminView.vue:2489
m_a94feb79,题目子导航,Challenge Tabs,题目子导航,Challenge Tabs,false,1,src/views/AdminView.vue:67
m_a980b960,分值,Score,分值,Score,false,2,src/views/ContestDetailView.vue:50 | src/views/ContestDetailView.vue:68
m_a995be52,动态环境已重新初始化。,Runtime instance reinitialized.,动态环境已重新初始化。,Runtime instance reinitialized.,false,1,src/views/ContestDetailView.vue:1682
m_aa5c56c2,切换访问模式后，需要点击“启动”或“重置”实例才能生效。,"After changing access mode, click Start or Reset to apply.",切换访问模式后，需要点击“启动”或“重置”实例才能生效。,"After changing access mode, click Start or Reset to apply.",false,1,src/views/ContestDetailView.vue:199
m_aa5e3e59,条,items,条,items,false,1,src/views/AdminView.vue:164
m_aabe980b,链接,Link,链接,Link,false,2,src/views/AdminView.vue:1405 | src/views/AdminView.vue:1530
m_aafc214d,安装工具请使用 apk（例如：sudo apk add --no-cache nmap）。,Install tools via apk (e.g. sudo apk add --no-cache nmap).,安装工具请使用 apk（例如：sudo apk add --no-cache nmap）。,Install tools via apk (e.g. sudo apk add --no-cache nmap).,false,1,src/views/ContestDetailView.vue:232
m_ab05578e,发送邀请失败,Failed to send invitation,发送邀请失败,Failed to send invitation,false,2,src/views/TeamsView.vue:839 | src/views/TeamsView.vue:841
m_ab1c75df,题目加载失败,Failed to load challenges,题目加载失败,Failed to load challenges,false,1,src/views/ContestDetailView.vue:1482
m_ab6c5ac0,转让队长,Transfer captain,转让队长,Transfer captain,false,1,src/views/TeamsView.vue:179
m_ac1e80c4,direct：不注入跳板或 VPN，仅使用题目入口地址。,direct: no bastion/VPN injection; only expose the challenge entrypoint.,direct：不注入跳板或 VPN，仅使用题目入口地址。,direct: no bastion/VPN injection; only expose the challenge entrypoint.,false,1,src/views/AdminView.vue:3358
m_ac903d7b,删除,Delete,删除,Delete,false,4,src/views/AdminView.vue:279 | src/views/AdminView.vue:3852 | src/views/AdminView.vue:5177 | src/views/AdminView.vue:5321
m_acb62123,加载题目版本失败,Failed to load challenge versions,加载题目版本失败,Failed to load challenge versions,false,2,src/views/AdminView.vue:2548 | src/views/AdminView.vue:3990
m_ace88fb0,从左侧选择一个实例查看运行指标。,Select an instance from the list to view runtime metrics.,从左侧选择一个实例查看运行指标。,Select an instance from the list to view runtime metrics.,false,1,src/views/AdminView.vue:2260
m_acfabe37,刷新日志,Refresh logs,刷新日志,Refresh logs,false,2,src/views/AdminView.vue:2269 | src/views/AdminView.vue:2632
m_acfbdc6a,动作,Action,动作,Action,false,1,src/views/ProfileView.vue:69
m_acfcc62b,未选择题目,No challenge selected,未选择题目,No challenge selected,false,1,src/views/AdminView.vue:2656
m_ad04daf0,请先选择比赛,请先选择比赛,请先选择比赛,请先选择比赛,true,3,src/views/AdminView.vue:5128 | src/views/AdminView.vue:5367 | src/views/AdminView.vue:5527
m_ad08b4ae,比赛空间,Contest workspace,比赛空间,Contest workspace,false,1,src/views/ContestDetailView.vue:1483
m_ad86b8e2,公告已更新,Announcement updated,公告已更新,Announcement updated,false,1,src/views/AdminView.vue:2509
m_adc7df6a,提交结果,Submission result,提交结果,Submission result,false,1,src/views/ContestDetailView.vue:1618
m_adcd99fe,队伍描述,Team description,队伍描述,Team description,false,1,src/views/TeamsView.vue:119
m_ae11a01f,退出,Sign Out,退出,Sign Out,false,1,src/App.vue:65
m_ae8a9fb2,static：固定 flag 或哈希比对。,static: compare against fixed flag/hash.,static：固定 flag 或哈希比对。,static: compare against fixed flag/hash.,false,1,src/views/AdminView.vue:3325
m_ae91cc78,公告已取消置顶,Announcement unpinned,公告已取消置顶,Announcement unpinned,false,1,src/views/AdminView.vue:2510
m_aef1b531,从左侧选择一个公告查看详情。,Select an announcement on the left to view details.,从左侧选择一个公告查看详情。,Select an announcement on the left to view details.,false,2,src/views/AdminView.vue:1604 | src/views/AdminView.vue:2468
m_af01f5ef,请先在中间列选择一个比赛。,Please select a match in the middle column first.,请先在中间列选择一个比赛。,Please select a match in the middle column first.,false,2,src/views/AdminView.vue:1232 | src/views/AdminView.vue:2597
m_af50a2a8,正在加载比赛数据...,Loading contests...,正在加载比赛数据...,Loading contests...,false,1,src/views/ContestsView.vue:70
m_af522da8,动态环境,Runtime Instance,动态环境,Runtime Instance,false,1,src/views/ContestDetailView.vue:166
m_af76b669,销毁,Destroy,销毁,Destroy,false,3,src/views/AdminView.vue:4813 | src/views/AdminView.vue:5207 | src/views/ContestDetailView.vue:193
m_afc02dd0,结果,Result,结果,Result,false,1,src/views/ContestDetailView.vue:156
m_b0b6ec56,取消邀请失败,Failed to cancel invitation,取消邀请失败,Failed to cancel invitation,false,2,src/views/TeamsView.vue:857 | src/views/TeamsView.vue:859
m_b0c66b87,暂无用户记录。,There is no user record yet.,暂无用户记录。,There is no user record yet.,false,2,src/views/AdminView.vue:2066 | src/views/AdminView.vue:2711
m_b11c6a3a,请先填写注册邮箱。,Please provide registration email first.,请先填写注册邮箱。,Please provide registration email first.,false,1,src/views/LoginView.vue:841
m_b12f1366,题目 ID 已复制,Challenge ID copied,题目 ID 已复制,Challenge ID copied,false,1,src/views/ContestDetailView.vue:121
m_b1b286b1,动态衰减,Dynamic Decay,动态衰减,Dynamic Decay,false,1,src/views/ContestsView.vue:118
m_b1fdf870,wireguard（VPN）,wireguard (VPN),wireguard（VPN）,wireguard (VPN),false,1,src/views/ContestDetailView.vue:716
m_b2817a93,时间,Time,时间,Time,false,1,src/views/ProfileView.vue:68
m_b28998ab,条数,Number of items,条数,Number of items,false,5,src/views/AdminView.vue:1807 | src/views/AdminView.vue:1946 | src/views/AdminView.vue:2285 | src/views/AdminView.vue:2649 | src/views/AdminView.vue:844
m_b2ca4bd8,管理题目挂载,Manage challenge bindings,管理题目挂载,Manage challenge bindings,false,2,src/views/AdminView.vue:1196 | src/views/AdminView.vue:2524
m_b369a6b8,邮箱激活,Email Activation,邮箱激活,Email Activation,false,1,src/views/LoginView.vue:30
m_b383efe9,加载队伍详情失败,Failed to load team details,加载队伍详情失败,Failed to load team details,false,1,src/views/TeamsView.vue:465
m_b39b0f9f,邀请已取消,Invitation canceled,邀请已取消,Invitation canceled,false,1,src/views/TeamsView.vue:854
m_b426174b,未选择海报,No poster selected,未选择海报,No poster selected,false,1,src/views/AdminView.vue:2655
m_b43896c9,注册,Register,注册,Register,false,3,src/views/LoginView.vue:228 | src/views/LoginView.vue:80 | src/views/LoginView.vue:99
m_b480e989,删除比赛海报,Delete contest poster,删除比赛海报,Delete contest poster,false,1,src/views/AdminView.vue:5172
m_b48bc5f1,已载入题目配置,Challenge config loaded,已载入题目配置,Challenge config loaded,false,1,src/views/AdminView.vue:2684
m_b4cabecb,置顶,pin to top,置顶,pin to top,false,3,src/views/AdminView.vue:1476 | src/views/AdminView.vue:1587 | src/views/AdminView.vue:2722
m_b514887f,实时榜单,Live Scoreboard,实时榜单,Live Scoreboard,false,1,src/views/ContestDetailView.vue:290
m_b557b263,加载到左侧表单,Load to left form,加载到左侧表单,Load to left form,false,2,src/views/AdminView.vue:1301 | src/views/AdminView.vue:2540
m_b58ebf29,同步中...,Syncing...,同步中...,Syncing...,false,1,src/views/ContestDetailView.vue:20
m_b5b4ed1f,人,members,人,members,false,2,src/views/TeamsView.vue:53 | src/views/TeamsView.vue:93
m_b5db2fc5,更新资料失败,Failed to update profile,更新资料失败,Failed to update profile,false,2,src/views/ProfileView.vue:188 | src/views/ProfileView.vue:190
m_b5e51c8b,恢复运行告警失败,Failed to resolve runtime alert,恢复运行告警失败,Failed to resolve runtime alert,false,2,src/views/AdminView.vue:2529 | src/views/AdminView.vue:4433
m_b6209f25,当前未设置海报。,No posters are currently set.,当前未设置海报。,No posters are currently set.,false,2,src/views/AdminView.vue:1137 | src/views/AdminView.vue:2472
m_b6536d5f,dynamic/internal 题型在 compose 模式下必须提供 compose 模板,dynamic/internal challenges in compose mode require a compose template.,dynamic/internal 题型在 compose 模式下必须提供 compose 模板,dynamic/internal challenges in compose mode require a compose template.,false,1,src/views/AdminView.vue:2750
m_b690b78e,比赛已创建,Contest created,比赛已创建,Contest created,false,1,src/views/AdminView.vue:2436
m_b743f462,compose 模板（可选）,compose template (optional),compose 模板（可选）,compose template (optional),false,1,src/views/AdminView.vue:2739
m_b751033a,暂无趋势数据。,No trend data yet.,暂无趋势数据。,No trend data yet.,false,2,src/views/ContestDetailView.vue:1032 | src/views/ScoreboardWallView.vue:72
m_b78f823f,请选择类别,Select category,请选择类别,Select category,false,1,src/views/AdminView.vue:305
m_b7a30f66,已挂载题目,Questions have been mounted,已挂载题目,Questions have been mounted,false,2,src/views/AdminView.vue:1263 | src/views/AdminView.vue:2680
m_b7c41d65,类别已创建,Category created,类别已创建,Category created,false,1,src/views/AdminView.vue:3832
m_b88508c6,错误,Error,错误,Error,false,2,src/views/AdminView.vue:2470 | src/views/AdminView.vue:874
m_b8aa1bed,引用,Quote,引用,Quote,false,2,src/views/AdminView.vue:1408 | src/views/AdminView.vue:1533
m_b8b87b7a,暂无邀请。,No invitations.,暂无邀请。,No invitations.,false,1,src/views/TeamsView.vue:261
m_b8e67a02,暂无运行告警。,There are no operational warnings yet.,暂无运行告警。,There are no operational warnings yet.,false,2,src/views/AdminView.vue:1844 | src/views/AdminView.vue:2712
m_b9744b05,服务,Service,服务,Service,false,2,src/views/AdminView.vue:2225 | src/views/AdminView.vue:2482
m_bac1c00c,删除账号后会立即撤销会话，且不可恢复。,Deleting the account revokes all sessions and cannot be undone.,删除账号后会立即撤销会话，且不可恢复。,Deleting the account revokes all sessions and cannot be undone.,false,1,src/views/ProfileView.vue:87
m_baf439ed,请输入账号标识。,Please enter account identifier.,请输入账号标识。,Please enter account identifier.,false,1,src/views/LoginView.vue:752
m_bb69d239,内容（Markdown）,Content (Markdown),内容（Markdown）,Content (Markdown),false,1,src/views/AdminView.vue:1499
m_bb96c7da,回滚版本号,Rollback version number,回滚版本号,Rollback version number,false,2,src/views/AdminView.vue:2531 | src/views/AdminView.vue:725
m_bbdfa277,置顶公告,Pinned announcement,置顶公告,Pinned announcement,false,2,src/views/AdminView.vue:1439 | src/views/AdminView.vue:2722
m_bc088033,输入长度不能超过 {maxLength} 个字符。,Input cannot exceed {maxLength} characters.,输入长度不能超过 {maxLength} 个字符。,Input cannot exceed {maxLength} characters.,false,1,src/App.vue:275
m_bc157211,队伍,Team,队伍,Team,false,4,src/views/AdminView.vue:1639 | src/views/AdminView.vue:2166 | src/views/AdminView.vue:2475 | src/views/ContestDetailView.vue:349
m_bc183477,更新用户角色失败,Failed to update user role,更新用户角色失败,Failed to update user role,false,2,src/views/AdminView.vue:2497 | src/views/AdminView.vue:5307
m_bc3f9e8a,批准,Approve,批准,Approve,false,1,src/views/AdminView.vue:1663
m_bc815ee7,请求失败,Request failed,请求失败,Request failed,false,5,src/views/LoginView.vue:825 | src/views/LoginView.vue:851 | src/views/LoginView.vue:879 | src/views/LoginView.vue:901 | src/views/LoginView.vue:946
m_bc8a5da4,公告已删除,Announcement deleted,公告已删除,Announcement deleted,false,1,src/views/AdminView.vue:2511
m_bcc0fd65,转让中...,Transferring...,转让中...,Transferring...,false,1,src/views/TeamsView.vue:193
m_bd4d0092,版本与附件,Versions & Files,版本与附件,Versions & Files,false,1,src/views/AdminView.vue:82
m_bda7937c,海报已删除,Poster deleted,海报已删除,Poster deleted,false,1,src/views/AdminView.vue:2527
m_bdd4152e,今日签名,Signature,今日签名,Signature,false,1,src/views/HomeView.vue:35
m_bdeb8cdf,比赛题目挂载,Contest Challenge Bindings,比赛题目挂载,Contest Challenge Bindings,false,2,src/views/AdminView.vue:1228 | src/views/AdminView.vue:2435
m_be487257,密码强度不足，请按规则提升密码强度。,Password is too weak. Please satisfy policy checks.,密码强度不足，请按规则提升密码强度。,Password is too weak. Please satisfy policy checks.,false,1,src/views/LoginView.vue:788
m_befbaf4a,发送重置邮件,Send Reset Email,发送重置邮件,Send Reset Email,false,1,src/views/LoginView.vue:284
m_beff0167,账号已删除,Account deleted,账号已删除,Account deleted,false,2,src/views/AdminView.vue:2715 | src/views/ProfileView.vue:250
m_bf1c8b7c,该邀请已失效。,The invitation is now invalid.,该邀请已失效。,The invitation is now invalid.,false,1,src/views/TeamsView.vue:854
m_bf7c753f,总提交,total commits,总提交,total commits,false,2,src/views/AdminView.vue:1732 | src/views/AdminView.vue:2733
m_bf873b90,挂载或更新,Mount or update,挂载或更新,Mount or update,false,2,src/views/AdminView.vue:1259 | src/views/AdminView.vue:2517
m_bfd32621,未启用,Disabled,未启用,Disabled,false,1,src/views/LoginView.vue:71
m_c05215da,配置标签、可见策略和内容文案。,"Configure tags, visibility policy, and writeup content.",配置标签、可见策略和内容文案。,"Configure tags, visibility policy, and writeup content.",false,1,src/views/AdminView.vue:514
m_c0716098,保存修改,Save changes,保存修改,Save changes,false,5,src/views/AdminView.vue:1556 | src/views/AdminView.vue:2430 | src/views/AdminView.vue:3290 | src/views/AdminView.vue:3399 | src/views/TeamsView.vue:123
m_c0a8de25,删除中...,Deleting...,删除中...,Deleting...,false,8,src/views/AdminView.vue:1167 | src/views/AdminView.vue:1599 | src/views/AdminView.vue:2059 | src/views/AdminView.vue:2615 | src/views/AdminView.vue:278 | src/views/AdminView.vue:606 | src/views/AdminView.vue:794 | src/views/ProfileView.vue:93
m_c0baa512,退出队伍,Leave team,退出队伍,Leave team,false,1,src/views/TeamsView.vue:98
m_c0e4ece5,direct（直连入口）,direct (direct entrance),direct（直连入口）,direct (direct entrance),false,2,src/views/AdminView.vue:2748 | src/views/AdminView.vue:381
m_c1290ce6,停止,Stop,停止,Stop,false,1,src/views/ContestDetailView.vue:187
m_c12ce48f,请输入用户名,Enter username,请输入用户名,Enter username,false,1,src/views/LoginView.vue:113
m_c1483372,· 题目,· challenges,· 题目,· challenges,false,2,src/views/AdminView.vue:1727 | src/views/AdminView.vue:2417
m_c150cbf0,取消删除,Cancel,取消删除,Cancel,false,1,src/views/ProfileView.vue:90
m_c1945685,已加入队伍,Joined team,已加入队伍,Joined team,false,1,src/views/TeamsView.vue:876
m_c2a15526,确认人：,Confirmed by:,确认人：,Confirmed by:,false,2,src/views/AdminView.vue:1863 | src/views/AdminView.vue:2601
m_c303b868,导出折线图失败,Failed to export chart image,导出折线图失败,Failed to export chart image,false,1,src/views/ContestDetailView.vue:1239
m_c32c7573,销毁比赛,Destroy the game,销毁比赛,Destroy the game,false,2,src/views/AdminView.vue:1210 | src/views/AdminView.vue:2667
m_c33a7bc5,支持任意附件格式，大小不超过 {maxSize}。若上传 .zip 且包含 docker-compose.yml，会自动导入 compose，并将其余文件保存为 runtime/...。,"Any file type is supported, up to {maxSize}. If a .zip includes docker-compose.yml, compose is auto-imported and remaining files are saved as runtime/....",支持任意附件格式，大小不超过 {maxSize}。若上传 .zip 且包含 docker-compose.yml，会自动导入 compose，并将其余文件保存为 runtime/...。,"Any file type is supported, up to {maxSize}. If a .zip includes docker-compose.yml, compose is auto-imported and remaining files are saved as runtime/....",false,1,src/views/AdminView.vue:3385
m_c35278f5,版本号必须是大于等于 1 的整数,Version number must be an integer greater than or equal to 1.,版本号必须是大于等于 1 的整数,Version number must be an integer greater than or equal to 1.,false,2,src/views/AdminView.vue:2425 | src/views/AdminView.vue:4849
m_c3cfdd4b,立即发布,Publish immediately,立即发布,Publish immediately,false,2,src/views/AdminView.vue:1435 | src/views/AdminView.vue:2573
m_c4f43f6c,运行告警扫描完成,Runtime alert scan completed,运行告警扫描完成,Runtime alert scan completed,false,1,src/views/AdminView.vue:2699
m_c50b4607,展示详细信息（JSON）,Display details (JSON),展示详细信息（JSON）,Display details (JSON),false,2,src/views/AdminView.vue:1904 | src/views/AdminView.vue:2713
m_c525f433,运行告警,Alerts,运行告警,Alerts,false,1,src/views/AdminView.vue:146
m_c528f123,运行告警：实例即将到期,Runtime alert: instance expiring soon,运行告警：实例即将到期,Runtime alert: instance expiring soon,false,1,src/views/AdminView.vue:2697
m_c53d6066,题目已创建,Challenge created,题目已创建,Challenge created,false,1,src/views/AdminView.vue:2641
m_c56f30e9,队伍名,Team name,队伍名,Team name,false,1,src/views/TeamsView.vue:206
m_c618d71c,删除公告失败,Failed to delete announcement,删除公告失败,Failed to delete announcement,false,2,src/views/AdminView.vue:2610 | src/views/AdminView.vue:5518
m_c6728ed8,创建比赛,Create Contest,创建比赛,Create Contest,false,1,src/views/AdminView.vue:3392
m_c6c4ac59,比赛管理,Contest Management,比赛管理,Contest Management,false,2,src/views/AdminView.vue:2435 | src/views/AdminView.vue:926
m_c6c7f47c,已创建队伍 {teamName},Team {teamName} created.,已创建队伍 {teamName},Team {teamName} created.,false,1,src/views/TeamsView.vue:648
m_c7572bb0,题库概览,Challenge Library Overview,题库概览,Challenge Library Overview,false,2,src/views/AdminView.vue:2640 | src/views/AdminView.vue:633
m_c77884da,比赛公告管理,Contest Announcement Management,比赛公告管理,Contest Announcement Management,false,2,src/views/AdminView.vue:1346 | src/views/AdminView.vue:2433
m_c88a4b42,仅 single_image 模式支持镜像测试,仅 single_image 模式支持镜像测试,仅 single_image 模式支持镜像测试,仅 single_image 模式支持镜像测试,true,1,src/views/AdminView.vue:4543
m_c896dcc1,通过,Passed,通过,Passed,false,2,src/views/AdminView.vue:2650 | src/views/AdminView.vue:870
m_c89b147b,启动,Start,启动,Start,false,1,src/views/ContestDetailView.vue:184
m_c8e09cd0,用户,user,用户,user,false,2,src/views/AdminView.vue:1726 | src/views/AdminView.vue:2686
m_c8f3eed0,管理员批准参赛,Approved by admin,管理员批准参赛,Approved by admin,false,1,src/views/AdminView.vue:5098
m_c8f567c8,公告已撤回,Announcement unpublished,公告已撤回,Announcement unpublished,false,1,src/views/AdminView.vue:2506
m_c90e211b,加载队伍列表失败,Failed to load team list,加载队伍列表失败,Failed to load team list,false,1,src/views/TeamsView.vue:582
m_c96e7392,管理台已刷新,Admin console refreshed,管理台已刷新,Admin console refreshed,false,1,src/views/AdminView.vue:2523
m_c984bd79,排序,Sort,排序,Sort,false,1,src/views/AdminView.vue:230
m_c9d8d76b,专注解题,Focus on Solves,专注解题,Focus on Solves,false,1,src/views/HomeView.vue:28
m_ca254e92,解散队伍失败,Failed to disband team,解散队伍失败,Failed to disband team,false,2,src/views/TeamsView.vue:768 | src/views/TeamsView.vue:770
m_ca36a8c9,删除账号失败,Failed to delete account,删除账号失败,Failed to delete account,false,4,src/views/AdminView.vue:2614 | src/views/AdminView.vue:5337 | src/views/ProfileView.vue:256 | src/views/ProfileView.vue:258
m_ca424806,提交 Flag,Submit Flag,提交 Flag,Submit Flag,false,1,src/views/ContestDetailView.vue:145
m_cad439a7,即将开始,Scheduled,即将开始,Scheduled,false,2,src/views/ContestsView.vue:273 | src/views/ContestsView.vue:46
m_cadef15a,密码强度检测,Password Strength Check,密码强度检测,Password Strength Check,false,1,src/views/LoginView.vue:42
m_cae0121a,安全校验,Security Check,安全校验,Security Check,false,1,src/views/LoginView.vue:70
m_cb52efa4,标签（逗号分隔）,Tags (comma separated),标签（逗号分隔）,Tags (comma separated),false,2,src/views/AdminView.vue:2444 | src/views/AdminView.vue:518
m_cb5e7046,扫描中...,Scanning...,扫描中...,Scanning...,false,3,src/views/AdminView.vue:1776 | src/views/AdminView.vue:2605 | src/views/AdminView.vue:814
m_cbf89de1,compose（多容器）,compose (multiple containers),compose（多容器）,compose (multiple containers),false,2,src/views/AdminView.vue:2746 | src/views/AdminView.vue:371
m_cc305802,总实例,Total instances,总实例,Total instances,false,2,src/views/AdminView.vue:1736 | src/views/AdminView.vue:2732
m_cc547060,访问模式,Access mode,访问模式,Access mode,false,1,src/views/ContestDetailView.vue:172
m_ccc37284,暂无榜单数据。,No scoreboard data.,暂无榜单数据。,No scoreboard data.,false,1,src/views/ContestDetailView.vue:366
m_cd1dd19b,返回比赛,Back to contest,返回比赛,Back to contest,false,1,src/views/ScoreboardWallView.vue:30
m_cd54395d,代码,Code,代码,Code,false,2,src/views/AdminView.vue:1406 | src/views/AdminView.vue:1531
m_cd5e913c,管理公告,Manage announcements,管理公告,Manage announcements,false,2,src/views/AdminView.vue:1199 | src/views/AdminView.vue:2522
m_cdf02ee1,你已加入队伍 {teamName},You joined {teamName}.,你已加入队伍 {teamName},You joined {teamName}.,false,2,src/views/TeamsView.vue:684 | src/views/TeamsView.vue:713
m_cdf17038,返回比赛,Back to contests,返回比赛,Back to contests,false,1,src/views/ProfileView.vue:8
m_ce18f466,正在加载题目...,Loading challenges...,正在加载题目...,Loading challenges...,false,1,src/views/ContestDetailView.vue:24
m_ce46f123,compose 测试失败,Compose test failed,compose 测试失败,Compose test failed,false,4,src/views/AdminView.vue:2744 | src/views/AdminView.vue:4681 | src/views/AdminView.vue:4684 | src/views/AdminView.vue:4685
m_ce47e255,忘记密码？,Forgot password?,忘记密码？,Forgot password?,false,1,src/views/LoginView.vue:235
m_ce7f128a,公告已创建,Announcement created,公告已创建,Announcement created,false,1,src/views/AdminView.vue:2507
m_cea5113f,附件已上传,Attachment uploaded,附件已上传,Attachment uploaded,false,1,src/views/AdminView.vue:2485
m_ceb71036,删除我的账号,Delete my account,删除我的账号,Delete my account,false,1,src/views/ProfileView.vue:90
m_cefad74f,失败,Failed,失败,Failed,false,2,src/views/AdminView.vue:1737 | src/views/AdminView.vue:2623
m_cf2b1c1b,没有匹配的比赛。,No contests matched the current filter.,没有匹配的比赛。,No contests matched the current filter.,false,1,src/views/ContestsView.vue:92
m_cfa79de1,请输入密码,Enter password,请输入密码,Enter password,false,1,src/views/LoginView.vue:138
m_cfc54d45,加入该队伍,Join team,加入该队伍,Join team,false,1,src/views/TeamsView.vue:69
m_cfd59ce5,场,contests,场,contests,false,2,src/views/AdminView.vue:2454 | src/views/AdminView.vue:927
m_cffcc91c,销毁中...,Destroying...,销毁中...,Destroying...,false,3,src/views/AdminView.vue:1210 | src/views/AdminView.vue:2670 | src/views/AdminView.vue:707
m_d02bad27,加载实例失败,Failed to load instance,加载实例失败,Failed to load instance,false,1,src/views/ContestDetailView.vue:1645
m_d02d541b,告警列表,Alert stream,告警列表,Alert stream,false,1,src/views/AdminView.vue:1821
m_d0905473,已有账号？去登录,Already have an account? Sign in,已有账号？去登录,Already have an account? Sign in,false,1,src/views/LoginView.vue:244
m_d09cc560,解散中...,Disbanding...,解散中...,Disbanding...,false,1,src/views/TeamsView.vue:106
m_d0b19161,快速筛选,Quick filter,快速筛选,Quick filter,false,3,src/views/AdminView.vue:1078 | src/views/AdminView.vue:2573 | src/views/AdminView.vue:637
m_d10fb023,草稿,Draft,草稿,Draft,false,2,src/views/AdminView.vue:2449 | src/views/AdminView.vue:694
m_d11c4ec3,积分/排名趋势,Score/rank trend,积分/排名趋势,Score/rank trend,false,1,src/views/ScoreboardWallView.vue:52
m_d1e59020,拒绝,Reject,拒绝,Reject,false,2,src/views/AdminView.vue:1679 | src/views/TeamsView.vue:277
m_d1f6dd7d,浏览器不支持 WebM 导出。,WebM export is not supported.,浏览器不支持 WebM 导出。,WebM export is not supported.,false,1,src/views/ContestDetailView.vue:1293
m_d31161b8,当前浏览器不支持动图导出。,This browser does not support animated export.,当前浏览器不支持动图导出。,This browser does not support animated export.,false,1,src/views/ContestDetailView.vue:1274
m_d3771187,测试中...,Testing...,测试中...,Testing...,false,3,src/views/AdminView.vue:2453 | src/views/AdminView.vue:427 | src/views/AdminView.vue:473
m_d383e75c,删除海报,Delete poster,删除海报,Delete poster,false,2,src/views/AdminView.vue:1167 | src/views/AdminView.vue:2612
m_d39922fa,挂载/更新题目,Bind/Update Challenge,挂载/更新题目,Bind/Update Challenge,false,2,src/views/AdminView.vue:1239 | src/views/AdminView.vue:2516
m_d39e3919,移除成员,Remove member,移除成员,Remove member,false,1,src/views/TeamsView.vue:173
m_d3c025fb,很弱,Very weak,很弱,Very weak,false,1,src/views/LoginView.vue:562
m_d3c250f1,不包含用户名/邮箱前缀,No username/email local-part,不包含用户名/邮箱前缀,No username/email local-part,false,1,src/views/LoginView.vue:200
m_d43a45e6,暂无匹配的模板校验记录。,There is currently no matching template verification record.,暂无匹配的模板校验记录。,There is currently no matching template verification record.,false,2,src/views/AdminView.vue:2706 | src/views/AdminView.vue:920
m_d4aeada2,处理中...,Processing...,处理中...,Processing...,false,11,src/views/AdminView.vue:1259 | src/views/AdminView.vue:1887 | src/views/AdminView.vue:1898 | src/views/AdminView.vue:2458 | src/views/ContestsView.vue:141 | src/views/LoginView.vue:225 | src/views/TeamsView.vue:173 | src/views/TeamsView.vue:214 | src/views/TeamsView.vue:227 | src/views/TeamsView.vue:69 | src/views/TeamsView.vue:98
m_d4b7a7a9,核心模块,Core Modules,核心模块,Core Modules,false,1,src/views/AdminView.vue:23
m_d530efbc,状态,state,状态,state,false,10,src/views/AdminView.vue:1750 | src/views/AdminView.vue:1785 | src/views/AdminView.vue:1842 | src/views/AdminView.vue:1938 | src/views/AdminView.vue:1963 | src/views/AdminView.vue:2226 | src/views/AdminView.vue:2727 | src/views/AdminView.vue:329 | src/views/AdminView.vue:831 | src/views/AdminView.vue:891
m_d53e357c,公告详情,Announcement details,公告详情,Announcement details,false,1,src/views/ContestDetailView.vue:420
m_d54f9345,首页签名,Home Signature,首页签名,Home Signature,false,1,src/views/SiteSettingsView.vue:34
m_d58fc361,修改密码失败,Failed to change password,修改密码失败,Failed to change password,false,2,src/views/ProfileView.vue:217 | src/views/ProfileView.vue:219
